category,subcategory,genericname,name,brand,price,mrp,imgURL,rating,country,sellerName,quantity,sellerUsername,quantitySold,quantityCarts,quantityWishlists
Fashion,Women Top Wear,T Shirts,Graphic Print Women Round Neck Light Green T-Shirt,THE DRY STATE,339,"1,399",https://rukminim2.flixcart.com/image/714/857/ktn9pjk0/t-shirt/o/w/n/xl-3520-the-dry-state-original-imag6y43ssx5adkc.jpeg?q=50,4.2,India,THE DRY STATE,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,T Shirts,Solid Women Scoop Neck Blue T-Shirt,THE DRY STATE,239,999,https://rukminim2.flixcart.com/image/714/857/kflftzk0-0/t-shirt/y/t/l/m-2125-the-dry-state-original-imafwyf6697aunhg.jpeg?q=50,4.1,India,THE DRY STATE,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Silk Frontslit Kurta  (Pink),R HENNY ENTERPRISE,649,"1,599",https://rukminim2.flixcart.com/image/714/857/kb5eikw0/ethnic-set/b/y/v/42-g5a9345-kunj-creation-original-imafskffqxmuyzmu.jpeg?q=50,4,India,TE3NTRENDS,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Super Skinny Women Blue Jeans,Tokyo Talkies,455,"1,349",https://rukminim2.flixcart.com/image/714/857/ka2tmkw0/jean/6/q/6/28-ttjn002555-tokyo-talkies-original-imafrq9jvwamwqsp.jpeg?q=50,4.1,India,TBsmart,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Fit and Flare Red Dress,Tokyo Talkies,331,"1,349",https://rukminim1.flixcart.com/image/714/857/kkprmvk0/dress/s/q/w/m-ttj6005595-tokyo-talkies-original-imafzztytqvb5vxh.jpeg?q=50,4.1,India,TBsmart,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Boot-Leg Women Black Jeans,Tokyo Talkies,674,"1,899",https://rukminim2.flixcart.com/image/714/857/jydaqa80/jean/u/g/j/34-ttjn001889-tokyo-talkies-original-imafgmanzwhnbtmk.jpeg?q=50,4,India,TBsmart,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Dark Blue),Vibhuti,319,"1,549",https://rukminim2.flixcart.com/image/714/857/klscivk0/kurta/p/g/l/xs-plncw-navy-stylish-budget-designer-silk-beautiful-hot-original-imagyu4gmdjuhzhv.jpeg?q=50,4,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Light Green),Vibhuti,319,"1,449",https://rukminim2.flixcart.com/image/714/857/l0tweq80/kurta/j/i/i/s-plnktcw-drama-stylish-budget-designer-silk-beautiful-hot-original-imagcggt2eca5zjg.jpeg?q=50,4,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Pink),Vibhuti,319,"1,449",https://rukminim2.flixcart.com/image/714/857/l0tweq80/kurta/a/p/f/xxl-new-arrivals-plains-kurta-set-pyjama-designer-fancy-3-original-imagcggdcx3fzuq5.jpeg?q=50,4,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Yellow),Vibhuti,339,"1,499",https://rukminim2.flixcart.com/image/714/857/klscivk0/kurta/i/o/g/xl-plncw-dyellow-stylish-budget-designer-silk-beautiful-hot-original-imagyu4gb8hajxnx.jpeg?q=50,4,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Black),Vibhuti,324,"1,449",https://rukminim2.flixcart.com/image/714/857/kkwwu4w0/kurta/c/t/c/xl-ksh-p-kurta-black-ksh-trendz-original-imagy5hv5hjbbkjk.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Blue),Vibhuti,339,"1,549",https://rukminim2.flixcart.com/image/714/857/kjuby4w0/kurta/e/o/q/3xl-ksh-p-kurta-blue-ksh-trendz-original-imafzbfmrzasht98.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Dark Green),Vibhuti,319,"1,499",https://rukminim2.flixcart.com/image/714/857/kl8ccy80/ethnic-set/r/i/h/xxl-plnset-dgreen-44-stylish-budget-designer-silk-beautiful-hot-original-imagyejnqhh4h6pw.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Light Green),Vibhuti,324,"1,499",https://rukminim2.flixcart.com/image/714/857/kl8ccy80/ethnic-set/l/h/9/s-plnset-parrot-36-stylish-budget-designer-silk-beautiful-hot-original-imagyejnqxbrpjmy.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Orange),Vibhuti,319,"1,549",https://rukminim2.flixcart.com/image/714/857/kl8ccy80/ethnic-set/b/x/s/xs-plnset-orange-34-stylish-budget-designer-silk-beautiful-hot-original-imagyejny2gatsyx.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Pink),Vibhuti,319,"1,549",https://rukminim2.flixcart.com/image/714/857/kl8ccy80/ethnic-set/x/i/j/xs-plnset-lpink-34-stylish-budget-designer-silk-beautiful-hot-original-imagyejnavv8zk5r.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Pink),Arzu Fashion,365,"1,449",https://rukminim2.flixcart.com/image/714/857/kzpw2vk0/kurta/e/a/q/l-plncw-lpink-stylish-budget-designer-silk-beautiful-hot-original-imagbnxbwza7h7vb.jpeg?q=50,3.9,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),Vibhuti,430,"1,499",https://rukminim2.flixcart.com/image/714/857/klscivk0/kurta/x/9/h/s-plncw-white-stylish-budget-designer-silk-beautiful-hot-original-imagyu438zjcgxgu.jpeg?q=50,3.8,India,Tanvis Closet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Red),tant ghar,366,"1,199",https://rukminim2.flixcart.com/image/714/857/k3yrte80/kurta/8/p/e/s-40-tant-ghar-original-imafmyhxuhcdgy8f.jpeg?q=50,3.6,India,TANT GHAR,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Solid Casual Shirt  (Pack of 2),Funday Fashion,369,"1,899",https://rukminim2.flixcart.com/image/714/857/ke8uv0w0-0/shirt/7/c/n/s-sys-4220-21-funday-fashion-original-imafuz6a4kfp3age.jpeg?q=50,4.1,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Solid Spread Collar Casual Shirt,Funday Fashion,229,"1,299",https://rukminim2.flixcart.com/image/714/857/jvv9zm80/shirt/n/8/n/s-sys-a4005-funday-fashion-original-imafgzgzmgsmzytp.jpeg?q=50,4.1,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Solid Casual Shirt,Funday Fashion,229,"1,299",https://rukminim2.flixcart.com/image/714/857/kfikya80-0/shirt/v/p/6/m-sys-4001-funday-fashion-original-imafvynfzrutn2s2.jpeg?q=50,4,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Solid Spread Collar Casual Shirt,Funday Fashion,219,"1,099",https://rukminim2.flixcart.com/image/714/857/jr0y9ow0/shirt/b/t/w/xl-funfas-0001-funday-fashion-original-imafcwzzmfh8mvx8.jpeg?q=50,4,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Solid Spread Collar Casual Shirt  (Pack of 2),Funday Fashion,379,"1,899",https://rukminim2.flixcart.com/image/714/857/jraycnk0/shirt/n/d/f/xl-sysryshtpbg01-funday-fashion-original-imafd4hdhfqtpz6b.jpeg?q=50,3.9,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Blue Jeans,Funday Fashion,299,"1,499",https://rukminim2.flixcart.com/image/714/857/kflftzk0-0/jean/7/w/z/m-sys-2006-funday-fashion-original-imafwyesaeezbyff.jpeg?q=50,3.8,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Light Blue Jeans,Funday Fashion,299,"1,499",https://rukminim2.flixcart.com/image/714/857/k1tm1e80/trouser/x/q/j/s-ff-2005-furryflair-original-imafhpgm9msgymzz.jpeg?q=50,3.8,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,"Jogger Fit Women Light Blue, Dark Blue Jeans  (Pack of 2)",Funday Fashion,449,"1,699",https://rukminim2.flixcart.com/image/714/857/kdakakw0/jean/w/f/u/s-sys-2005-06-funday-fashion-original-imafu8b8sedhq9gn.jpeg?q=50,3.8,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Checkered Casual Shirt  (Pack of 2),Funday Fashion,379,"1,499",https://rukminim2.flixcart.com/image/714/857/jr83gy80/shirt/g/6/g/xl-sysckdshtrw01-funday-fashion-original-imafd2fczy4byjgt.jpeg?q=50,3.8,India,SYSONLINESTORE,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,T Shirts,Solid Men Round Neck Multicolor T-Shirt  (Pack of 5),SCOTT INTERNATIONAL,839,"3,995",https://rukminim2.flixcart.com/image/714/857/kfwvcsw0-0/t-shirt/n/t/h/3xl-sc-5rn-mam-bum-rbm-bl-gr-scott-international-original-imafw9zk7zshch8r.jpeg?q=50,4.1,India,switzinc,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,T Shirts,"Solid Women Round Neck Navy Blue, Grey, Brown T-Shirt  (Pack of 3)",SCOTT INTERNATIONAL,389,"2,397",https://rukminim2.flixcart.com/image/714/857/l1nwnm80/t-shirt/t/p/v/xl-sc-basis-ladies-scott-international-original-imagd6ej97sddgj7.jpeg?q=50,4,India,switzinc,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,T Shirts,Solid Men Round Neck Multicolor T-Shirt  (Pack of 3),SCOTT INTERNATIONAL,360,"2,397",https://rukminim2.flixcart.com/image/714/857/kk8mcnk0/t-shirt/d/b/j/m-scott-basic-scott-international-original-imafzmkssgs8bxmv.jpeg?q=50,3.9,India,switzinc,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,T Shirts,Solid Men Round Neck Multicolor T-Shirt  (Pack of 4),AWG,439,"2,999",https://rukminim2.flixcart.com/image/714/857/jjg15zk0/t-shirt/k/g/4/m-awgdft-bl-bu-sbu-pnk-awg-original-imaf7y4szsn9g2rz.jpeg?q=50,3.7,India,switzinc,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,T Shirts,Solid Men Round Neck Multicolor T-Shirt  (Pack of 4),AWG,439,"2,999",https://rukminim2.flixcart.com/image/714/857/jtbtt3k0/t-shirt/y/y/b/xl-awgdft-bu-dgr-or-gre-awg-original-imafezd6hrxnuwm7.jpeg?q=50,3.7,India,switzinc,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Maxi Blue Dress,FKUBE,439,"2,499",https://rukminim1.flixcart.com/image/714/857/ktep2fk0/dress/b/w/o/xxl-1162-fkube-original-imag6r9mzjwfh6wk.jpeg?q=50,4.2,India,SVM INC,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Maxi Orange Dress,FKUBE,439,999,https://rukminim1.flixcart.com/image/714/857/kr3tj0w0/dress/v/j/q/s-1162-fkube-original-imag4z2daxkze3qh.jpeg?q=50,4.2,India,SVM INC,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,Shirt,Men Regular Fit Striped Spread Collar Casual Shirt,icome,284,899,https://rukminim2.flixcart.com/image/714/857/kmccosw0/shirt/t/l/2/xl-men-regular-super-slim-fit-striped-casual-shirt-icome-original-imagf9q2epye5kks.jpeg?q=50,4.1,India,SVENTERPRICE,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Printed Khadi Cotton Straight Kurta  (Grey),SUVASANA,359,"1,999",https://rukminim2.flixcart.com/image/714/857/ktketu80/kurta/h/n/j/m-ts-men-kurta-402-m-suvasana-original-imag6vz7nxvjs5np.jpeg?q=50,3.4,India,SUVASANA,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,Gym/Walking/Running Running Shoes For Men  (White),aadi,299,999,https://rukminim1.flixcart.com/image/714/857/k4x2du80/shoe/s/t/g/mrj1341-7-aadi-white-original-imafnq6yrxzg8pkn.jpeg?q=50,4.1,India,SUSON,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Black),aadi,339,"1,999",https://rukminim1.flixcart.com/image/714/857/klqx30w0/shoe/a/p/k/8-mrj1621-8-aadi-z-black-original-imagys7dt9x4xxbp.jpeg?q=50,4,India,SUSON,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,Aadi Gym/Walking/Running Walking Shoes For Men  (Black),aadi,339,"1,999",https://rukminim1.flixcart.com/image/714/857/kkzrpu80/shoe/v/c/d/9-mrj1595-9-aadi-black-original-imagy74fytzgfjqb.jpeg?q=50,3.9,India,SUSON,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,Shirt,Men Slim Fit Checkered Casual Shirt,Surhi,339,"1,999",https://rukminim2.flixcart.com/image/714/857/kc0u7bk0/shirt/k/a/a/m-pk19sh09g-surhi-original-imaft8vgvhmhbhsy.jpeg?q=50,3.8,India,SURASHAS,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Maxi Yellow Dress,Surhi,309,"2,099",https://rukminim1.flixcart.com/image/714/857/kuzuoi80/dress/w/u/a/s-sa19dr519y-surhi-original-imag7zzaybuzwjhf.jpeg?q=50,3.8,India,SURASHAS,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Printed Pure Cotton Straight Kurta  (Beige),sultan,389,899,https://rukminim2.flixcart.com/image/714/857/kj61gnk0-0/kurta/l/a/b/l-jaipuri-egypt-beige-sultan-original-imafysqf4rbshznt.jpeg?q=50,4.1,India,Sultan kurta,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Bell Sleeves Printed Women Orange Top,SUBH LAXMI,271,799,https://rukminim2.flixcart.com/image/714/857/kkfrjww0/top/3/f/x/xxl-slk-24-subh-laxmi-original-imafzs22gtjhaagm.jpeg?q=50,4.2,India,SUBH LAXMI,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Printed Cotton Blend Straight Kurta  (Light Green),ZARTHA,500,"2,499",https://rukminim2.flixcart.com/image/714/857/l0jwbrk0/kurta/g/e/u/xl-203-zartha-original-imagcbf5htb8xtvk.jpeg?q=50,3.4,India,StoreTag,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Black Jeans,Broadstar,728,"1,999",https://rukminim2.flixcart.com/image/714/857/kdnf98w0-0/jean/6/p/g/36-7b-highwaiste-blk-broadstar-original-imafuggw9akskzcj.jpeg?q=50,4,India,STANVEE,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,Shirt,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo,285,"1,999",https://rukminim2.flixcart.com/image/714/857/kg9qbgw0-0/shirt/q/n/f/xxl-pz-db-skyblue-pepzo-original-imafwjh95bgz7dsh.jpeg?q=50,4,India,SPFASHIONHUB,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Blue Jeans,V-Girl,647,"1,999",https://rukminim2.flixcart.com/image/714/857/kbb49zk0/jean/q/q/t/32-1103-jeans-blue-v-girl-original-imafszqbzg6xze2f.jpeg?q=50,4,India,Sparsh Garments,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Grey Jeans,V-Girl,598,"1,999",https://rukminim2.flixcart.com/image/714/857/kkvhea80/jean/m/t/k/28-1103-grey-v-girl-original-imagy4qnqsgpkzyz.jpeg?q=50,4,India,Sparsh Garments,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Super Skinny Women Black Jeans,V-Girl,449,"1,999",https://rukminim2.flixcart.com/image/714/857/kzogn0w0/jean/h/k/c/32-mdpl-17-btn-jns-v-girl-original-imagbn5fupnhtwey.jpeg?q=50,3.5,India,Sparsh Garments,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Light Blue Jeans,V-Girl,449,"1,299",https://rukminim2.flixcart.com/image/714/857/kw2fki80/jean/f/n/g/40-indj-1-nbt-snj-07-v-girl-original-imag8tt6vkhhhrjz.jpeg?q=50,3.2,India,Sparsh Garments,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Printed Pure Cotton Straight Kurta  (Grey),spack jerrow,346,"1,099",https://rukminim2.flixcart.com/image/714/857/k79dd3k0/kurta/b/r/k/s-nm1-spack-jerrow-original-imafpjjpr5gqhkpn.jpeg?q=50,3.9,India,Spack Jerrow,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,SM-171 Running Shoes For Men  (Navy),SPARX,"1,384","1,649",https://rukminim1.flixcart.com/image/714/857/k5vcya80pkrrdj/shoe/z/6/m/10-sx0171g-10-navy-orange-sparx-original-imafa2hmw2znfveh.jpeg?q=50,4.2,India,Sooperbuy Pvt Ltd,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,"SM-171 Running Shoes For Men  (Navy, Orange)",SPARX,"1,301","1,649",https://rukminim1.flixcart.com/image/714/857/k5vcya80pkrrdj/shoe/z/6/m/10-sx0171g-10-navy-orange-sparx-original-imafa2hmw2znfveh.jpeg?q=50,4.2,India,Sooperbuy Pvt Ltd,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Blue Jeans,Raffle Toss,246,"1,199",https://rukminim2.flixcart.com/image/714/857/kgjqefk0-0/jean/o/j/z/28-rt-star-rough-look-plain-light-jogger-1577-rafflesia-tolpis-original-imafwrm7gyzygwnd.jpeg?q=50,3.8,India,SNS FASHION,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Black Jeans,Maniere Creations,259,"1,499",https://rukminim2.flixcart.com/image/714/857/kod858w0/jean/6/h/f/38-c-d4-07-black-pln-coutume-collections-original-imag2tzy7brn2btq.jpeg?q=50,3.6,India,smatychamp,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,"Regular Women Blue, Black Jeans  (Pack of 2)",Aglobi,399,700,https://rukminim2.flixcart.com/image/714/857/ksqeky80/jean/y/j/w/32-denimjeans-3249-aglobi-original-imag68ghpbyj5nzn.jpeg?q=50,3.4,India,smatychamp,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women A-line Brown Dress,SLENOR,704,"2,499",https://rukminim1.flixcart.com/image/714/857/ktaeqvk0/dress/3/v/t/xl-sn-dr-80-slenor-original-imag6zd4wddgpng5.jpeg?q=50,4.3,India,Slenor,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,STYLISH LIGHT WEIGHT SPORTS SHOES FOR BOYS Slip On Sneakers For Men  (Black),TPENT,339,"1,299",https://rukminim1.flixcart.com/image/714/857/krayqa80/shoe/o/a/f/9-rm-110-04-tpent-black-original-imag54kjpz5zh97p.jpeg?q=50,4.2,India,SKITTER,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),See Designs,869,"2,499",https://rukminim2.flixcart.com/image/714/857/kjabs7k0-0/kurta/n/o/z/l-sdkt385-see-designs-original-imafdy66ashshyfb.jpeg?q=50,3.8,India,siraj,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Embroidered Women Dark Blue Top,Silkova,279,"1,999",https://rukminim2.flixcart.com/image/714/857/km6mxe80/top/p/t/p/m-st01-silkova-original-imagf5fm8rqfkdxe.jpeg?q=50,4.2,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Embroidered Women Green Top,Silkova,289,"1,999",https://rukminim2.flixcart.com/image/714/857/km6mxe80/top/n/y/d/xs-st01-silkova-original-imagf5fmh6gdecba.jpeg?q=50,4.2,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Embroidered Women Red Top,Silkova,243,"1,999",https://rukminim2.flixcart.com/image/714/857/km6mxe80/top/i/a/e/xl-st01-silkova-original-imagf5fnfnzg5gpq.jpeg?q=50,4.2,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Embroidered Women Yellow Top,Silkova,208,"1,999",https://rukminim2.flixcart.com/image/714/857/km6mxe80/top/z/a/x/xl-st01-silkova-original-imagf5fnfhsn88vz.jpeg?q=50,4.2,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Cutout Solid Women Black Top,Silkova,181,"1,499",https://rukminim2.flixcart.com/image/714/857/k6jnfrk0/top/5/s/j/xs-lupi-sijon-creation-original-imafzpt2qtthacy6.jpeg?q=50,4.1,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Flute Sleeves Solid Women Pink Top,Silkova,189,"1,999",https://rukminim2.flixcart.com/image/714/857/k7z3afk0/top/6/t/y/l-sn-001-silkova-original-imafq3hcfwdw9ust.jpeg?q=50,4.1,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Flute Sleeves Solid Women Yellow Top,Silkova,203,"1,999",https://rukminim2.flixcart.com/image/714/857/k7z3afk0/top/g/w/y/l-sn-001-silkova-original-imafq3hc9dnytfwv.jpeg?q=50,4.1,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Embroidered Women Dark Blue Top,Silkova,211,999,https://rukminim2.flixcart.com/image/714/857/k6b2snk0/top/f/t/a/l-emb-silkova-original-imafzskdvsw5nqdz.jpeg?q=50,4.1,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Cuffed Sleeves Solid Women Green Top,Silkova,179,"1,499",https://rukminim2.flixcart.com/image/714/857/k3ahbww0/top/v/x/y/xl-scion-green-silkova-original-imafa9hkmkay46hy.jpeg?q=50,4,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Cutout Solid Women Blue Top,Silkova,181,"1,999",https://rukminim2.flixcart.com/image/714/857/jvv9zm80/top/f/c/g/s-fb01-silkova-original-imafgnpdsyzf5ygf.jpeg?q=50,4,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Cutout Solid Women Red Top,Silkova,234,"1,999",https://rukminim2.flixcart.com/image/714/857/k52s58w0/top/z/q/a/s-anshu-36-anshu-fashions-original-imafgnzubfhet7yt.jpeg?q=50,4,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Cutout Solid Women Yellow Top,Silkova,244,"1,999",https://rukminim2.flixcart.com/image/714/857/k52s58w0/top/x/w/w/xxl-anshu34-anshu-fashions-original-imafgnjrqaudyhu9.jpeg?q=50,4,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Printed Women Yellow Top,Silkova,162,"1,499",https://rukminim2.flixcart.com/image/714/857/kflftzk0/top/a/2/y/xl-gmi-print-silkova-original-imafwy3cgfrzzbkx.jpeg?q=50,4,India,SILKOVA,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Light Blue Jeans,Shyam's,259,"1,599",https://rukminim2.flixcart.com/image/714/857/kdoup3k0-0/jean/5/m/s/28-star1-shyams-original-imafujqskvu5kjjg.jpeg?q=50,3.9,India,SHYAMS,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Striped Pure Cotton Straight Kurta  (Black),House of Pataudi,640,"1,699",https://rukminim2.flixcart.com/image/714/857/ku4ezrk0/kurta/u/k/e/s-14604244-house-of-pataudi-original-imag7b6v2tjpgn9k.jpeg?q=50,3.4,India,SHREYASHFASHIONS,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Checkered Pure Cotton Straight Kurta  (Dark Green),Ode by House of Pataudi,979,"1,999",https://rukminim2.flixcart.com/image/714/857/kw3v0cw0/kurta/o/k/i/l-14497684-ode-by-house-of-pataudi-original-imag8ur5zxwpvgj4.jpeg?q=50,,India,SHREYASHFASHIONS,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Linen Blend Straight Kurta  (Blue),Ragoho,389,"1,099",https://rukminim2.flixcart.com/image/714/857/kl2mljk0/kurta/k/1/p/xl-mens-kurta-cotton-blue-ragoho-original-imagya2zcdctuyhx.jpeg?q=50,3.9,India,SHREESE1,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Linen Blend Straight Kurta  (White),Ragoho,429,"1,099",https://rukminim2.flixcart.com/image/714/857/kl2mljk0/kurta/x/y/8/m-mens-kurta-cotton-white-ragoho-original-imagya2zrfaukyye.jpeg?q=50,3.9,India,SHREESE1,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Linen Blend Straight Kurta  (Yellow),Ragoho,389,"1,099",https://rukminim2.flixcart.com/image/714/857/kl2mljk0/kurta/r/p/7/xl-mens-kurta-cotton-yellow-ragoho-original-imagya3f5ucfvad7.jpeg?q=50,3.9,India,SHREESE1,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Striped Cotton Blend Straight Kurta  (Purple),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke7ff680-0/kurta/v/7/w/xl-sksh-dt1105-pur-fubar-original-imafuy3z57uqgdrp.jpeg?q=50,3.9,India,SHREEKARNICREATION,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Fit and Flare Black Dress,Jai Kurties,267,"1,825",https://rukminim1.flixcart.com/image/714/857/kr9jafk0/dress/z/w/g/l-jk160black-jai-kurties-original-imag53hgmzvgrjdg.jpeg?q=50,4.2,India,SHREEJIPRINTS,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Orange),Brinley,229,749,https://rukminim2.flixcart.com/image/714/857/l01blow0/kurta/c/q/s/m-kurta-orange-brinley-original-imagbwwhasq5sxyh.jpeg?q=50,,India,ShreeGaneshaEnterprise,50,retailnet@gmail.com,0,0,0
