category,subcategory,genericname,name,brand,price,mrp,imgURL,rating,country,sellerName,quantity,sellerUsername
Fashion,Men Shoes,Shoe,"Loafers, Running Shoes, Sports Shoes, Lightweight Lace up Shoes Running Shoes For Men  (Orange)",K' Footlance,345,999,https://rukminim1.flixcart.com/image/714/857/kk5rgy80/shoe/b/e/g/10002-org-40-k-footlance-orange-original-imafzjtvqg74vye2.jpeg?q=50,3.9,India,KFOOTLANCE,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Comfortable and Stylish Sports Shoes Running Shoes For Men  (Orange),BIRDE,223,499,https://rukminim1.flixcart.com/image/714/857/kpwybgw0/shoe/u/x/e/8-brd-471-8-birde-orange-original-imag4fzp9h2syuh2.jpeg?q=50,3.9,India,Auvio,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Innova-01 White Sports,Walking,Training, Running Shoes For Men  (White)",ASIAN,899,"1,999",https://rukminim1.flixcart.com/image/714/857/kyxb9u80/shoe/5/v/8/8-innova-01cwht-8-asian-white-original-imagbfzmrmmvkqhv.jpeg?q=50,3.9,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Future-04 laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | running shoes for boys | Slip on grey shoes for running, walking, gym, trekking & party Running Shoes For Men  (Green, Grey)",ASIAN,398,699,https://rukminim1.flixcart.com/image/714/857/jziqhzk0/shoe/q/j/g/f-04cfrz-epic71cbrntan-7-asian-multicolor-original-imaerjsepnyvyzzz.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Comfortable and Stylish Sports Shoes Running Shoes For Men  (Orange),BIRDE,223,499,https://rukminim1.flixcart.com/image/714/857/kpwybgw0/shoe/u/x/e/8-brd-471-8-birde-orange-original-imag4fzp9h2syuh2.jpeg?q=50,3.9,India,Auvio,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Yellow),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/kz3118w0/shoe/6/j/z/8-5g-736-8-campus-mstd-blk-sil-original-imagb6auecwz6ezk.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Black),HOTSTYLE,172,499,https://rukminim1.flixcart.com/image/714/857/kq6yefk0/shoe/p/s/r/10-fashion-star-black-165-beige-10-hotstyle-beige-black-original-imag4992vm7yfvfq.jpeg?q=50,3.8,India,HotstyleProducts,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Grey),density,499,"1,299",https://rukminim1.flixcart.com/image/714/857/l186t8w0/shoe/z/q/p/9-djqr-grey-9-density-grey-original-imagcuceczvhfh2y.jpeg?q=50,2.3,India,Density,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Creta-12 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight blue shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Blue)",ASIAN,648,"1,299",https://rukminim1.flixcart.com/image/714/857/kg9qbgw0-0/shoe/h/m/4/creta-12cnblred-9-asian-blue-original-imafwjtfzrsv5wgm.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,ROYCE-2 Running Shoes For Men  (Grey),CAMPUS,749,"1,049",https://rukminim1.flixcart.com/image/714/857/k8uiz680/shoe/v/2/h/cg-248-8-campus-gry-rst-original-imafqruubhuap5vv.jpeg?q=50,4.2,India,Campusactivewear,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,SOCKS Running Shoes For Men  (Blue),density,299,999,https://rukminim1.flixcart.com/image/714/857/kd69z0w0/shoe/w/7/n/socks-04-blue-density-r-blue-original-imafu4xyh6hmmt86.jpeg?q=50,4.1,India,Density,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Comfortable and Stylish Sports Shoes Running Shoes For Men  (Orange),BIRDE,223,499,https://rukminim1.flixcart.com/image/714/857/kpwybgw0/shoe/u/x/e/8-brd-471-8-birde-orange-original-imag4fzp9h2syuh2.jpeg?q=50,3.9,India,Auvio,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,IMAGINE Running Shoes For Men  (Black),CAMPUS,947,"1,699",https://rukminim1.flixcart.com/image/714/857/kzvlua80/shoe/t/4/l/8-22g-210-campus-blk-original-imagbsa52mzwzhud.jpeg?q=50,5,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,RIM Running Shoes For Men  (Black),CAMPUS,"1,499","1,999",https://rukminim1.flixcart.com/image/714/857/klcmoi80/shoe/u/h/3/8-11g-790-8-campus-navy-mstd-original-imagyhr422qgcqgr.jpeg?q=50,4,India,Campusactivewear,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,TROPHY Running Shoes For Men  (White),CAMPUS,947,"1,499",https://rukminim1.flixcart.com/image/714/857/k4hcjgw0/shoe/p/z/j/5g-722-8-campus-wht-navy-org-original-imafndg4ywy89hcn.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Loafers, Running Shoes, Sports Shoes, Lightweight Lace up Shoes Running Shoes For Men  (Orange)",K' Footlance,345,999,https://rukminim1.flixcart.com/image/714/857/kk5rgy80/shoe/b/e/g/10002-org-40-k-footlance-orange-original-imafzjtvqg74vye2.jpeg?q=50,3.9,India,KFOOTLANCE,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Red),aadi,274,999,https://rukminim1.flixcart.com/image/714/857/k4x2du80/shoe/d/y/k/mrj1340-6-aadi-red-original-imafnq6ya5tvfx2j.jpeg?q=50,4.1,India,00RA,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Blue),T-ROCK,374,999,https://rukminim1.flixcart.com/image/714/857/kyhlfgw0/shoe/y/d/d/9-541-blue-t-rock-blue-black-original-imagapmrzdkfdcsc.jpeg?q=50,3.7,India,Gudu,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Airsocks-12 sports shoes for men | Latest Stylish Casual sport shoes for men |Blue running shoes for boys | Lace up High Top Sock shoes for running, walking, gym, trekking & party Walking Shoes For Men  (Grey)",ASIAN,549,"1,499",https://rukminim1.flixcart.com/image/714/857/kerfl3k0hlty2aw/men-footwear/g/6/s/-original-imafvk6uskvywjyq.jpeg?q=50,4.1,India,MFCRETAIL,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Bersache Sports Running, Loafers, Sneakers Shoes for Men ORIWFSH-1657 Running Shoes For Men  (Grey)",BERSACHE,180,499,https://rukminim1.flixcart.com/image/714/857/kfeamq80-0/shoe/i/z/i/combo-o-1660-1657-6-earton-multicolor-original-imafvv99kg24rxgy.jpeg?q=50,3.6,India,ORICUMFOOTWEAR,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Captain-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Red)",ASIAN,498,999,https://rukminim1.flixcart.com/image/714/857/kd69z0w0/shoe/n/b/5/captain-12cgryred-asian-grey-original-imafu5acyhgrzzzj.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"SM-171 Running Shoes For Men  (Navy, Orange)",SPARX,"1,301","1,649",https://rukminim1.flixcart.com/image/714/857/k5vcya80pkrrdj/shoe/z/6/m/10-sx0171g-10-navy-orange-sparx-original-imafa2hmw2znfveh.jpeg?q=50,4.2,India,Sooperbuy Pvt Ltd,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Asian Hattrick-21 sports shoes for men | Latest Stylish Casual sneakers for men | running shoes for boys | Lace up lightweight grey shoes for running, walking, gym, trekking, hiking & party Training & Gym Shoes For Men  (Grey, Green)",ASIAN,598,"1,249",https://rukminim1.flixcart.com/image/714/857/ks7tuvk0/shoe/9/t/9/10-hattrick-17clgrypgrn-asian-grey-original-imag5u463y5hfrbg.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"wndr-11 sports shoes for men | Latest Stylish Casual sport shoes for men |running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Red, Black)",ASIAN,424,699,https://rukminim1.flixcart.com/image/714/857/k02qnww0/shoe/q/v/4/wndr11cblkred-superfitcmouseblk-8-asian-multicolor-original-imafc6ryzqtyz7bs.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,FLYING FURY Running Shoes For Men  (Black),CAMPUS,"1,190","1,699",https://rukminim1.flixcart.com/image/714/857/kl5hh8w0/shoe/z/s/d/9-5g-839-9-campus-blk-brgndy-original-imagycygkhq42rj7.jpeg?q=50,4.2,India,Campusactivewear,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Plasma-05 White Sports,Walking,Casual, Running Shoes For Men  (White, Grey)",ASIAN,499,"1,249",https://rukminim1.flixcart.com/image/714/857/kzblocw0/shoe/a/w/j/10-plasma-05cwhtgrey-asian-white-original-imagbda5bgvcswqm.jpeg?q=50,3.9,India,MFCRETAIL,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Running Sports Shoes,Lace-Up,PVC For Men (1566) Running Shoes For Men  (Grey)",Earton,181,499,https://rukminim1.flixcart.com/image/714/857/k55n0y80/shoe/g/9/f/orifwsh-1566-6-oricum-grey-original-imafmu55gxcc8dkx.jpeg?q=50,3.6,India,BERSACHE,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,HURRICANE Running Shoes For Men  (Navy),CAMPUS,809,"1,299",https://rukminim1.flixcart.com/image/714/857/kz1lle80/shoe/i/g/9/6-6g-842-campus-navy-red-original-imagb542u6nzzsgh.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,New Design Lightweight Stylish and Tredy Sports Walking Shoes Running Shoes For Men  (Blue),BIRDE,209,999,https://rukminim1.flixcart.com/image/714/857/kulk9zk0/shoe/f/a/g/6-brd-566-abisto-blue-original-imag7zxuu68xbzkp.jpeg?q=50,3.7,India,Auvio,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Future-04 laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | running shoes for boys | Slip on black shoes for running, walking, gym, trekking & party Walking Shoes For Men  (Black)",ASIAN,398,699,https://rukminim1.flixcart.com/image/714/857/jziqhzk0/shoe/f/f/r/f-04cblk-skypycnblorng-7-asian-multicolor-original-imaekkzgz4supqbk.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Training,Walking,Gym,Sports Running Shoes For Men  (Black)",Kraasa,344,999,https://rukminim1.flixcart.com/image/714/857/kph8h3k0/shoe/b/5/8/9-sp7111-kraasa-black-original-imag3p5xqp9hzth5.jpeg?q=50,3.9,India,Kraasa,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Future-04 laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | running shoes for boys | Slip on grey shoes for running, walking, gym, trekking & party Walking Shoes For Men  (Green, Grey)",ASIAN,398,699,https://rukminim1.flixcart.com/image/714/857/jziqhzk0/shoe/q/j/g/f-04cfrz-epic71cbrntan-7-asian-multicolor-original-imaerjsepnyvyzzz.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,MEN's Boots For Men  (Beige),aadi,499,"1,999",https://rukminim1.flixcart.com/image/714/857/jawthu80/shoe/n/c/n/gp001-10-aadi-beige-original-imafydr9mdgncwya.jpeg?q=50,4,India,Dadwanis Footwear,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,SIMBA PRO Running Shoes For Men  (Blue),CAMPUS,737,"1,599",https://rukminim1.flixcart.com/image/714/857/kgzg8sw0-0/shoe/a/y/n/5g-819-7-campus-blu-wine-original-imafx3nseq2zzzr2.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Century-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sport shoes for men | Lace up Lightweight Firozi shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Green, Red)",ASIAN,448,999,https://rukminim1.flixcart.com/image/714/857/kesv0y80-0/shoe/n/y/b/century-12cseagrnred-6-asian-green-original-imafveppfz6fvf9x.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,MEN's Boots For Men  (Beige),aadi,499,"1,999",https://rukminim1.flixcart.com/image/714/857/jawthu80/shoe/n/c/n/gp001-10-aadi-beige-original-imafydr9mdgncwya.jpeg?q=50,4,India,Dadwanis Footwear,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Black),HOTSTYLE,172,499,https://rukminim1.flixcart.com/image/714/857/kq6yefk0/shoe/p/s/r/10-fashion-star-black-165-beige-10-hotstyle-beige-black-original-imag4992vm7yfvfq.jpeg?q=50,3.8,India,HotstyleProducts,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Century-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sport shoes for men | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black, Red)",ASIAN,448,999,https://rukminim1.flixcart.com/image/714/857/k0sgl8w0/shoe/x/k/p/century-12cblkrd-8-asian-black-original-imafkgdfkergsawf.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Waterproof-13 Grey Orange Sports,Casual,Walking,Gym,Training, Running Shoes For Men  (Grey, Orange)",ASIAN,549,"1,299",https://rukminim1.flixcart.com/image/714/857/kxm5qq80/shoe/r/f/p/9-waterproof-13cgryorng-asian-orange-original-imagaf8ddgkhxfxv.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,GEL-CONTEND 4B+ Running Shoes For Men  (Blue),asics,"1,719","3,499",https://rukminim1.flixcart.com/image/714/857/ksru0sw0/shoe/q/s/a/12-1011b141-413-13-asics-blue-orange-pop-original-imag69nqky3tgen2.jpeg?q=50,4.3,India,UNIVERSALPRODUCTSGROUP,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,DAVIS Running shoes For Men  (Blue),CAMPUS,947,"1,499",https://rukminim1.flixcart.com/image/714/857/kiow6fk0-0/shoe/c/k/g/11g-161-7-campus-bt-grn-original-imafyfb2schcbjdf.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Sports Shoes,Running Shoes, Lace Up, Gym Shoes, Top Rated Canvas Upper Extra Light Weight Shoes For Men Running Shoes For Men  (Blue)",Earton,181,499,https://rukminim1.flixcart.com/image/714/857/k4hcjgw0pkrrdj/shoe/h/j/f/10-orifwsh-1564-bersache-orifwsh-1564-original-imafm3b5jmptyydq.jpeg?q=50,3.6,India,BERSACHE,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Red),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/kfvfwy80pkrrdj-0/shoe/g/r/s/10-california-campus-original-imafwczgme9br3my.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,BENNETT Running Shoes For Men  (Grey),CAMPUS,"1,187","2,299",https://rukminim1.flixcart.com/image/714/857/kwqq1zk0/shoe/s/v/l/10-6g-847-campus-l-gry-red-original-imag9cgcw6xyh2t2.jpeg?q=50,3.8,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,PLATEUE Running Shoes For Men  (Navy),CAMPUS,947,"1,599",https://rukminim1.flixcart.com/image/714/857/kosxzm80/shoe/5/i/h/10-12g-806-campus-navy-norg-original-imag36bddzrchqhd.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,SIMBA PRO Running Shoes For Men  (Blue),CAMPUS,947,"1,599",https://rukminim1.flixcart.com/image/714/857/kgwld3k0-0/shoe/j/t/1/5g-819-10-campus-turq-blu-pista-original-imafxfduz36hymcd.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,SM-171 Running Shoes For Men  (Navy),SPARX,"1,384","1,649",https://rukminim1.flixcart.com/image/714/857/k5vcya80pkrrdj/shoe/z/6/m/10-sx0171g-10-navy-orange-sparx-original-imafa2hmw2znfveh.jpeg?q=50,4.2,India,Sooperbuy Pvt Ltd,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,MAXICO Running Shoes For Men  (Black),CAMPUS,"1,004","1,299",https://rukminim1.flixcart.com/image/714/857/k69ncsw0/shoe/x/c/j/cg-345-9-campus-black-original-imafzqvzszgfpngp.jpeg?q=50,4,India,Campusactivewear,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Jogging, Walking & Running (Narrow Toe) Shoes; 602_Camogreen Running Shoes For Men  (Green)",Unistar,302,499,https://rukminim1.flixcart.com/image/714/857/ken59jk0-0/shoe/s/q/2/602-10-unistar-camogreen-original-imafva467q6vprsv.jpeg?q=50,3.9,India,UNISTARFASHION,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Asian Hattrick-21 sports shoes for men | Latest Stylish Casual sneakers for men | running shoes for boys | Lace up lightweight grey shoes for running, walking, gym, trekking, hiking & party Training & Gym Shoes For Men  (Grey, Green)",ASIAN,598,"1,249",https://rukminim1.flixcart.com/image/714/857/ks7tuvk0/shoe/9/t/9/10-hattrick-17clgrypgrn-asian-grey-original-imag5u463y5hfrbg.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,CARBONITE 4.0 Football Shoes For Men  (Red),NIVIA,452,849,https://rukminim1.flixcart.com/image/714/857/krdtlzk0/shoe/m/a/f/4-fb-1641rb-nivia-red-black-original-imag56qjkms6hhxe.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Running Sports Shoes,Lace-Up,PVC For Men (1566) Running Shoes For Men  (Grey)",Earton,181,499,https://rukminim1.flixcart.com/image/714/857/k55n0y80/shoe/g/9/f/orifwsh-1566-6-oricum-grey-original-imafmu55gxcc8dkx.jpeg?q=50,3.6,India,BERSACHE,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Delta-14 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Maroon)",ASIAN,648,"1,299",https://rukminim1.flixcart.com/image/714/857/ksru0sw0/shoe/6/u/s/6-delta-14clgrymrn-asian-maroon-original-imag69qyyyha9ucx.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Aadi Gym/Walking/Running Walking Shoes For Men  (Black),aadi,339,"1,999",https://rukminim1.flixcart.com/image/714/857/kkzrpu80/shoe/v/c/d/9-mrj1595-9-aadi-black-original-imagy74fytzgfjqb.jpeg?q=50,3.9,India,SUSON,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Rafale-01 sports shoes for men | Latest Stylish Casual sneakers for men | running shoes for boys | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Training & Gym Shoes For Men  (Black)",ASIAN,499,"1,299",https://rukminim1.flixcart.com/image/714/857/kkfrjww0/shoe/q/l/i/9-rafale-01cblk-9-asian-black-original-imafzskzqr22rdr6.jpeg?q=50,3.9,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Bersache Sports Running, Loafers, Sneakers Shoes for Men ORIWFSH-1657 Running Shoes For Men  (Grey)",BERSACHE,180,499,https://rukminim1.flixcart.com/image/714/857/kfeamq80-0/shoe/i/z/i/combo-o-1660-1657-6-earton-multicolor-original-imafvv99kg24rxgy.jpeg?q=50,3.6,India,ORICUMFOOTWEAR,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Blue),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/k6l2vm80/shoe/j/6/r/5g-736-8-campus-af-blu-blk-f-org-original-imafpye3k2eznahy.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Cricket Shoes Rubber Studs Cricket Shoes For Men Cricket Shoes For Men  (White),Proase,749,"2,250",https://rukminim1.flixcart.com/image/714/857/kqqykcw0/shoe/y/y/y/7-crt005-ase-blue-original-imag4p5czbyc6rvg.jpeg?q=50,4.1,India,KVHTRADINGCOMPANY,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Oxygen-01 maroon Running shoes dual capsule technology for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Maroon)",ASIAN,999,"1,999",https://rukminim1.flixcart.com/image/714/857/ktyp8cw0/shoe/9/k/k/10-c-oxygen-01cmaroon-asian-shoes-maroon-original-imag76wyyz8hfqfz.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Grey),DUNKASTON,156,999,https://rukminim1.flixcart.com/image/714/857/k3ncakw0pkrrdj/shoe/g/x/m/6-1311-gry-t-rock-original-imafmugf2tytc3tx.jpeg?q=50,3.6,India,SbRetailIndia,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Hattrick-09 Running shoes for boys |sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Grey)",ASIAN,598,999,https://rukminim1.flixcart.com/image/714/857/kfzq8i80-0/shoe/5/1/w/09cwht-asian-white-original-imafwc4zryasanu3.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Bouncer-05 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black, Gold)",ASIAN,474,999,https://rukminim1.flixcart.com/image/714/857/kfeamq80-0/shoe/a/e/t/bouncer-05cblkgolden-8-asian-black-original-imafvvywzzcyjg9u.jpeg?q=50,3.9,India,MFCRETAIL,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Cosko Sports Shoes,Running Shoes,Walking Shoes,Training Shoes, Running Shoes Running Shoes For Men  (Grey)",ASIAN,498,999,https://rukminim1.flixcart.com/image/714/857/jyvvgcw0/shoe/w/f/n/coscocgryfrz-6-asian-grey-original-imafa4vehyu7fr8g.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Superwalk-01 laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | running shoes for boys | Slip on blue shoes for running, walking, gym, trekking & party� Walking Shoes For Men  (Blue)",ASIAN,498,999,https://rukminim1.flixcart.com/image/714/857/kppt47k0/shoe/g/0/r/7-superwalk-01cnblue-asian-blue-original-imag3w95hgbjcm9y.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,EUROPA Running Shoes For Men  (Black),CAMPUS,783,"1,299",https://rukminim1.flixcart.com/image/714/857/kqwobrk0/shoe/f/6/i/7-cg-584-campus-blk-red-original-imag4tjzh8k8zvrh.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Plasma-05 White Sports,Walking,Casual, Running Shoes For Men  (White, Grey)",ASIAN,499,"1,249",https://rukminim1.flixcart.com/image/714/857/kzblocw0/shoe/a/w/j/10-plasma-05cwhtgrey-asian-white-original-imagbda5bgvcswqm.jpeg?q=50,3.9,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Oxygen-01 maroon Running shoes dual capsule technology for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Maroon)",ASIAN,999,"1,999",https://rukminim1.flixcart.com/image/714/857/ktyp8cw0/shoe/9/k/k/10-c-oxygen-01cmaroon-asian-shoes-maroon-original-imag76wyyz8hfqfz.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Hattrick-09 Running shoes for boys |sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Grey)",ASIAN,598,999,https://rukminim1.flixcart.com/image/714/857/kfzq8i80-0/shoe/5/1/w/09cwht-asian-white-original-imafwc4zryasanu3.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,School Sports 2 MS Running Shoes For Men  (White),REEBOK,"3,499","3,599",https://rukminim1.flixcart.com/image/714/857/l19m93k0/shoe/c/h/f/11-ga1531-12-reebok-wht-flat-grey-original-imagcvg4amy4eczk.jpeg?q=50,4.4,India,adi Sports India Pvt Ltd,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,Running Shoes For Men  (Black),HOTSTYLE,172,499,https://rukminim1.flixcart.com/image/714/857/kq6yefk0/shoe/p/s/r/10-fashion-star-black-165-beige-10-hotstyle-beige-black-original-imag4992vm7yfvfq.jpeg?q=50,3.8,India,HotstyleProducts,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,CARBONITE 4.0 Football Shoes For Men  (Red),NIVIA,452,849,https://rukminim1.flixcart.com/image/714/857/krdtlzk0/shoe/m/a/f/4-fb-1641rb-nivia-red-black-original-imag56qjkms6hhxe.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Bouncer-05 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black, Gold)",ASIAN,474,999,https://rukminim1.flixcart.com/image/714/857/kfeamq80-0/shoe/a/e/t/bouncer-05cblkgolden-8-asian-black-original-imafvvywzzcyjg9u.jpeg?q=50,3.9,India,MFCRETAIL,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Cosko Sports Shoes,Running Shoes,Walking Shoes,Training Shoes, Running Shoes Running Shoes For Men  (Grey)",ASIAN,498,999,https://rukminim1.flixcart.com/image/714/857/jyvvgcw0/shoe/w/f/n/coscocgryfrz-6-asian-grey-original-imafa4vehyu7fr8g.jpeg?q=50,4.1,India,Asianshoe,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,RODEO PRO Running Shoes For Men  (Blue),CAMPUS,809,"1,299",https://rukminim1.flixcart.com/image/714/857/k2jbyq80pkrrdj/shoe/y/y/s/6-cg-237-capmus-original-imafjytmjbnsp6mh.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Shoes,Shoe,"Superwalk-01 laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | running shoes for boys | Slip on blue shoes for running, walking, gym, trekking & party� Walking Shoes For Men  (Blue)",ASIAN,498,999,https://rukminim1.flixcart.com/image/714/857/kppt47k0/shoe/g/0/r/7-superwalk-01cnblue-asian-blue-original-imag3w95hgbjcm9y.jpeg?q=50,4,India,Asianshoe,50,retailnet@gmail.com
